"MADON","MAMH","GIA","TRONGLUONG","TONGTIEN","SOLUONGDAT","KENHBANHANG","QUY","THUTRONGTUAN","BANG","LOAICUAHANG","MACUAHANG"
"38099","8687",17.5,255,70,4,"Tai cua hang",2,"Friday","SP","Vat ly","24"
"381","11580",77.4,7500,59.9,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_29"
"3810","10004",109.9,500,139.9,1,"Tai cua hang",4,"Saturday","MG","Vat ly","3"
"38100","678",79.8,200,79.8,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","43"
"38101","551",199.9,1250,199.9,1,"Truc tuyen",3,"Monday","DF","Truc tuyen","OL_4"
"38102","20139",79.99,2500,79.99,1,"Tai cua hang",1,"Tuesday","SP","Vat ly","14"
"38103","9001",158,335,145,1,"Truc tuyen",4,"Thursday","PE","Truc tuyen","OL_19"
"38104","7881",84.99,550,84.99,1,"Tai cua hang",3,"Tuesday","MG","Vat ly","74"
"38105","6785",112.9,584,163,1,"Tai cua hang",2,"Sunday","SP","Vat ly","85"
"38106","2674",34.9,600,34.9,1,"Tai cua hang",4,"Saturday","GO","Vat ly","35"
"38107","3058",71.99,850,71.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","75"
"38108","15015",44.9,400,44.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","46"
"38109","20065",120,300,120,1,"Tai cua hang",4,"Thursday","RJ","Vat ly","8"
"3811","3887",72.99,7500,69.99,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_21"
"38110","1800",29.99,300,29.99,1,"Tai cua hang",4,"Sunday","DF","Vat ly","1"
"38111","3332",39.97,400,39.97,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_5"
"38112","6217",98,7300,196,2,"Tai cua hang",2,"Sunday","CE","Vat ly","79"
"38113","16617",47.6,800,47.6,1,"Tai cua hang",3,"Sunday","SP","Vat ly","16"
"38114","13805",69.9,2600,69.9,1,"Truc tuyen",2,"Monday","RJ","Truc tuyen","OL_21"
"38115","7012",99.99,400,74.99,1,"Truc tuyen",2,"Friday","DF","Truc tuyen","OL_4"
"38116","18347",80,300,80,1,"Tai cua hang",4,"Sunday","SP","Vat ly","93"
"38117","11526",107,1300,214,2,"Tai cua hang",4,"Thursday","SP","Vat ly","43"
"38118","8680",479,19700,479,1,"Truc tuyen",4,"Tuesday","DF","Truc tuyen","OL_4"
"38119","15601",119.95,3600,109.9,1,"Truc tuyen",3,"Tuesday","SC","Truc tuyen","OL_8"
"3812","3995",139,2850,139,1,"Tai cua hang",3,"Saturday","SC","Vat ly","59"
"38120","13035",37.5,1250,45.91,1,"Tai cua hang",1,"Friday","CE","Vat ly","97"
"38120","3456",169.99,11875,169.99,1,"Tai cua hang",1,"Friday","SP","Vat ly","21"
"38121","15972",46.5,4200,46.5,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_28"
"38123","10961",84.99,900,84.99,1,"Tai cua hang",4,"Thursday","SP","Vat ly","80"
"38124","17775",127.48,442,127.48,1,"Tai cua hang",4,"Sunday","DF","Vat ly","53"
"38125","12441",105.9,1225,105.9,1,"Truc tuyen",1,"Thursday","SP","Truc tuyen","OL_5"
"38126","11750",130,1600,130,1,"Tai cua hang",2,"Thursday","SP","Vat ly","47"
"38127","14238",149,350,149,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","21"
"38128","16431",47.49,175,47.49,1,"Tai cua hang",1,"Saturday","SP","Vat ly","32"
"38129","11604",40,169,40,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_28"
"3813","826",90,675,88.9,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","62"
"38130","4365",79.99,1813,77.99,1,"Tai cua hang",2,"Sunday","BA","Vat ly","50"
"38131","14406",59.9,800,59.9,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_28"
"38132","17887",37.9,300,37.9,1,"Tai cua hang",2,"Thursday","SP","Vat ly","60"
"38133","5070",99.9,250,99.9,1,"Truc tuyen",2,"Thursday","GO","Truc tuyen","OL_10"
"38134","11048",99,450,99,1,"Tai cua hang",4,"Saturday","PE","Vat ly","48"
"38135","16419",24.33,550,97.32,4,"Tai cua hang",3,"Saturday","SP","Vat ly","24"
"38136","16959",49.99,1600,49.99,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","14"
"38137","15083",629,7100,629,1,"Truc tuyen",1,"Monday","SP","Truc tuyen","OL_11"
"38138","4564",189,300,189,1,"Tai cua hang",2,"Saturday","SP","Vat ly","12"
"38139","14784",64.9,371,69.9,1,"Tai cua hang",2,"Sunday","RJ","Vat ly","29"
"3814","11158",69,2900,69,1,"Tai cua hang",2,"Wednesday","SC","Vat ly","57"
"38140","11469",47.4,2000,47.4,1,"Tai cua hang",4,"Sunday","SP","Vat ly","82"
"38140","3705",39.9,1150,39.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","82"
"38141","10736",32.98,150,32.98,1,"Tai cua hang",1,"Saturday","SP","Vat ly","85"
"38141","6660",38.8,100,38.8,1,"Tai cua hang",1,"Saturday","SP","Vat ly","82"
"38142","9772",69.9,1500,69.9,1,"Tai cua hang",1,"Sunday","DF","Vat ly","49"
"38143","13883",157.77,450,157.77,1,"Tai cua hang",1,"Sunday","SP","Vat ly","46"
"38144","19973",81.49,1200,99.49,1,"Tai cua hang",1,"Thursday","SC","Vat ly","59"
"38145","5209",8.6,90,8.6,1,"Truc tuyen",3,"Sunday","RJ","Truc tuyen","OL_21"
"38146","20113",73.99,600,73.99,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","100"
"38147","17027",26,125,26,1,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_1"
"38148","10927",29,250,29,1,"Tai cua hang",3,"Wednesday","DF","Vat ly","1"
"38149","5370",53.9,1550,53.9,1,"Truc tuyen",2,"Saturday","MG","Truc tuyen","OL_3"
"3815","7565",49.9,200,49.9,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_27"
"38150","7229",15.9,150,15.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","22"
"38151","2373",39.9,350,39.9,1,"Tai cua hang",3,"Saturday","BA","Vat ly","33"
"38152","12014",31.9,300,31.9,1,"Tai cua hang",3,"Thursday","PE","Vat ly","44"
"38153","16334",52.99,388,52.99,1,"Truc tuyen",1,"Saturday","DF","Truc tuyen","OL_4"
"38154","8742",86.47,13699,92.96,1,"Tai cua hang",2,"Monday","SP","Vat ly","25"
"38155","18136",37.45,1100,34.9,1,"Truc tuyen",3,"Monday","SC","Truc tuyen","OL_8"
"38156","5679",146,444,123,1,"Tai cua hang",1,"Saturday","SP","Vat ly","47"
"38157","16177",267,1900,267,1,"Truc tuyen",4,"Wednesday","SP","Truc tuyen","OL_28"
"38158","11048",99,450,99,1,"Tai cua hang",4,"Sunday","PE","Vat ly","48"
"38159","13706",229.9,414,229.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","30"
"3816","6828",39.9,400,39.9,1,"Tai cua hang",3,"Thursday","SP","Vat ly","100"
"38160","11258",99.99,6050,99.99,1,"Truc tuyen",1,"Thursday","SC","Truc tuyen","OL_8"
"38161","19450",21.99,250,21.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","41"
"38162","10844",67.9,418,67.9,1,"Tai cua hang",4,"Sunday","SP","Vat ly","64"
"38163","7792",129.99,1600,129.99,1,"Truc tuyen",2,"Wednesday","SP","Truc tuyen","OL_20"
"38164","3529",89.99,250,89.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","30"
"38165","10744",79.9,1100,79.9,1,"Tai cua hang",1,"Sunday","BA","Vat ly","33"
"38166","4099",49.9,600,49.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","66"
"38167","2270",199.7,350,199.7,1,"Tai cua hang",4,"Tuesday","GO","Vat ly","35"
"38168","6141",120,974,120,1,"Tai cua hang",4,"Sunday","RJ","Vat ly","29"
"38169","7325",149.85,1850,149.8,1,"Truc tuyen",2,"Monday","SP","Truc tuyen","OL_11"
"3817","16356",24.99,200,24.99,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","43"
"38170","6462",22.99,598,22.99,1,"Tai cua hang",2,"Monday","SP","Vat ly","66"
"38171","1699",25.9,400,25.9,1,"Tai cua hang",4,"Saturday","DF","Vat ly","31"
"38172","4969",399,466,399,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","85"
"38173","12660",18.99,200,18.99,1,"Truc tuyen",2,"Saturday","SP","Truc tuyen","OL_25"
"38174","19574",359.9,3733,369.9,1,"Truc tuyen",2,"Saturday","ES","Truc tuyen","OL_30"
"38175","6360",56.99,800,56.99,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"38176","3971",179,8650,179,1,"Truc tuyen",3,"Wednesday","RJ","Truc tuyen","OL_21"
"38177","17570",59.99,950,59.99,1,"Tai cua hang",2,"Sunday","ES","Vat ly","45"
"38178","14407",199.9,325,199.9,1,"Tai cua hang",4,"Sunday","RS","Vat ly","13"
"38179","14412",94.5,1350,94.5,1,"Tai cua hang",2,"Friday","SP","Vat ly","58"
"3818","12442",150,4150,150,1,"Tai cua hang",2,"Friday","SP","Vat ly","58"
"38180","7360",122.99,400,122.99,1,"Tai cua hang",4,"Tuesday","BA","Vat ly","40"
"38181","10808",59.74,1400,59.74,1,"Truc tuyen",2,"Saturday","RJ","Truc tuyen","OL_21"
"38182","11458",149,1600,149,1,"Tai cua hang",1,"Saturday","MG","Vat ly","74"
"38182","3443",112,550,112,1,"Tai cua hang",1,"Saturday","SP","Vat ly","65"
"38183","3172",299.98,1350,299.98,1,"Truc tuyen",4,"Wednesday","RJ","Truc tuyen","OL_21"
"38184","19407",149.9,8350,149.9,1,"Tai cua hang",2,"Thursday","SP","Vat ly","18"
"38185","10303",219,725,219,1,"Tai cua hang",1,"Friday","RJ","Vat ly","39"
"38186","3887",72.99,7500,72.99,1,"Tai cua hang",3,"Thursday","SP","Vat ly","62"
"38187","3529",89.99,250,89.99,1,"Tai cua hang",1,"Thursday","SP","Vat ly","30"
"38188","6466",99.99,1700,99.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","21"
"38189","1593",188.9,2200,188.9,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"3819","656",99,9000,178,2,"Tai cua hang",3,"Friday","GO","Vat ly","54"
"38190","10348",69.99,350,79.99,1,"Tai cua hang",3,"Sunday","RJ","Vat ly","70"
"39878","19831",52.9,350,52.9,1,"Tai cua hang",4,"Saturday","MG","Vat ly","37"
"39879","19148",39.9,1250,39.9,1,"Tai cua hang",3,"Sunday","DF","Vat ly","1"
"3988","249",119,6900,119,1,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_28"
"39880","656",99,9000,99,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_28"
"39881","13679",12.25,175,12.25,1,"Tai cua hang",2,"Wednesday","MG","Vat ly","15"
"39882","15267",25,200,25,1,"Tai cua hang",2,"Saturday","BA","Vat ly","50"
"39883","4321",33,390,31,1,"Tai cua hang",2,"Saturday","SC","Vat ly","59"
"39884","6531",119.9,5900,119.9,1,"Truc tuyen",2,"Sunday","BA","Truc tuyen","OL_22"
"39885","814",110.32,200,110.32,1,"Tai cua hang",3,"Sunday","SP","Vat ly","25"
"39886","13259",14.9,200,14.9,1,"Tai cua hang",3,"Tuesday","PA","Vat ly","23"
"39887","13383",76.05,1333,76.05,1,"Truc tuyen",1,"Friday","SP","Truc tuyen","OL_17"
"39888","7742",24.75,700,24.75,1,"Tai cua hang",3,"Sunday","SP","Vat ly","43"
"39889","17380",59.99,525,59.99,1,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"3989","4776",229,11600,229,1,"Truc tuyen",1,"Tuesday","BA","Truc tuyen","OL_22"
"39890","14000",529.9,593,549.9,1,"Tai cua hang",4,"Thursday","RJ","Vat ly","63"
"39891","2989",109.9,2000,109.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","94"
"39892","16226",30,450,86.97,3,"Tai cua hang",3,"Saturday","SP","Vat ly","19"
"39893","8022",129.9,25,129.9,1,"Tai cua hang",4,"Saturday","SP","Vat ly","16"
"39894","224",60,800,60,1,"Tai cua hang",4,"Saturday","GO","Vat ly","35"
"39895","15369",53.2,600,53.2,1,"Tai cua hang",1,"Sunday","DF","Vat ly","27"
"39895","5714",53,600,106,2,"Tai cua hang",1,"Sunday","RS","Vat ly","13"
"39896","12854",99,133,99.9,1,"Tai cua hang",2,"Sunday","MG","Vat ly","3"
"39897","1004",120,12950,120,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_24"
"39898","1785",20,320,20,1,"Tai cua hang",2,"Saturday","DF","Vat ly","27"
"39899","4552",109.9,835,113.57,1,"Tai cua hang",4,"Monday","SP","Vat ly","7"
"399","38",89.99,2100,89.99,1,"Truc tuyen",2,"Monday","RJ","Truc tuyen","OL_15"
"3990","13867",24.99,50,24.99,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_28"
"39900","5915",29.99,500,29.99,1,"Tai cua hang",4,"Saturday","SP","Vat ly","58"
"39901","5071",108.99,2900,108.99,1,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_28"
"39902","9544",715,1950,650,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","80"
"39903","7943",24.9,200,24.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","93"
"39904","12240",68.9,1800,68.9,1,"Tai cua hang",1,"Sunday","SP","Vat ly","41"
"39905","12291",396.18,300,396.18,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","11"
"39906","14390",116.5,650,116.5,1,"Tai cua hang",3,"Saturday","SP","Vat ly","56"
"39907","11267",89.9,200,89.9,1,"Tai cua hang",3,"Sunday","SP","Vat ly","36"
"39908","2634",56.99,250,56.99,1,"Tai cua hang",1,"Saturday","SP","Vat ly","56"
"39909","518",599,5250,599,1,"Truc tuyen",3,"Wednesday","SP","Truc tuyen","OL_28"
"3991","14785",99.9,1250,99.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","19"
"39910","16419",24.33,550,24.33,1,"Tai cua hang",2,"Saturday","SP","Vat ly","24"
"39911","19566",51.06,1600,51.06,1,"Truc tuyen",2,"Sunday","RJ","Truc tuyen","OL_15"
"39912","19515",125.9,5150,125.9,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_25"
"39913","16285",55,250,55,1,"Truc tuyen",4,"Sunday","RS","Truc tuyen","OL_18"
"39914","9339",147.13,2000,147.13,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_5"
"39915","12338",89.9,1383,86.9,1,"Truc tuyen",1,"Wednesday","CE","Truc tuyen","OL_9"
"39916","6820",129,6550,109,1,"Truc tuyen",3,"Sunday","PE","Truc tuyen","OL_19"
"39917","5010",149.9,533,149.9,1,"Tai cua hang",4,"Thursday","RS","Vat ly","10"
"39918","19772",89.9,16100,89.9,1,"Tai cua hang",2,"Sunday","BA","Vat ly","33"
"39919","15561",104.9,1150,104.9,1,"Tai cua hang",4,"Tuesday","SP","Vat ly","5"
"3992","7876",27.99,300,27.99,1,"Tai cua hang",3,"Saturday","DF","Vat ly","31"
"39920","15848",199.99,733,199.99,1,"Tai cua hang",4,"Wednesday","PE","Vat ly","90"
"39921","942",21.99,525,49.98,2,"Truc tuyen",1,"Saturday","SP","Truc tuyen","OL_25"
"39922","3765",17.99,150,17.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","14"
"39923","6461",24.8,260,32.8,1,"Tai cua hang",2,"Sunday","SP","Vat ly","95"
"39924","19016",45,200,45,1,"Tai cua hang",1,"Sunday","SP","Vat ly","100"
"39925","15544",69.99,200,69.99,1,"Truc tuyen",4,"Saturday","SP","Truc tuyen","OL_28"
"39926","13302",108,1000,210,2,"Tai cua hang",2,"Tuesday","RS","Vat ly","13"
"39927","4418",89.49,207,89.15,1,"Truc tuyen",1,"Sunday","MG","Truc tuyen","OL_3"
"39928","1912",110.9,800,110.9,1,"Tai cua hang",4,"Thursday","RJ","Vat ly","51"
"39929","11059",79.9,150,79.9,1,"Tai cua hang",2,"Friday","SP","Vat ly","80"
"3993","12882",79.9,900,79.9,1,"Tai cua hang",4,"Saturday","SP","Vat ly","21"
"39930","12013",139.85,1700,149.8,1,"Tai cua hang",2,"Tuesday","CE","Vat ly","68"
"39931","229",49.99,6317,49.99,1,"Truc tuyen",3,"Friday","DF","Truc tuyen","OL_4"
"39931","5003",49.99,7850,49.99,1,"Truc tuyen",3,"Friday","DF","Truc tuyen","OL_4"
"39931","7391",62.25,300,62.5,1,"Truc tuyen",3,"Friday","DF","Truc tuyen","OL_4"
"39931","9582",139,1700,139,1,"Truc tuyen",3,"Friday","DF","Truc tuyen","OL_4"
"39932","9852",189.99,22800,189.99,1,"Tai cua hang",4,"Saturday","GO","Vat ly","54"
"39933","9805",66.9,550,66.9,1,"Tai cua hang",3,"Wednesday","SP","Vat ly","11"
"39934","1897",109,7550,109,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_28"
"39935","13310",100,1350,200,2,"Truc tuyen",2,"Friday","SP","Truc tuyen","OL_20"
"39936","18941",36.5,400,36.5,1,"Tai cua hang",2,"Friday","MG","Vat ly","87"
"39937","1821",29,83,96,4,"Tai cua hang",2,"Sunday","SP","Vat ly","32"
"39938","13963",99,1250,99,1,"Truc tuyen",4,"Friday","PR","Truc tuyen","OL_7"
"39939","8787",59,50,55,1,"Tai cua hang",1,"Saturday","SP","Vat ly","93"
"3994","7648",39.9,300,39.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","41"
"39940","16309",94.98,12700,89.98,1,"Tai cua hang",2,"Tuesday","RJ","Vat ly","51"
"39940","18282",72.9,750,72.9,1,"Tai cua hang",2,"Tuesday","GO","Vat ly","54"
"39940","5902",69.9,700,69.9,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","52"
"39940","8790",89.9,2000,89.9,1,"Tai cua hang",2,"Tuesday","PR","Vat ly","28"
"39941","13977",12,150,12,1,"Tai cua hang",1,"Saturday","MG","Vat ly","15"
"39942","1104",132,600,132,1,"Tai cua hang",4,"Friday","SP","Vat ly","36"
"39943","3511",59.99,1450,59.99,1,"Truc tuyen",4,"Wednesday","MG","Truc tuyen","OL_3"
"39944","10320",36,400,36,1,"Tai cua hang",1,"Sunday","SP","Vat ly","14"
"39945","13050",53,525,49.9,1,"Tai cua hang",2,"Sunday","RS","Vat ly","13"
"39946","9547",12.9,1350,25.8,2,"Tai cua hang",3,"Sunday","SP","Vat ly","24"
"39947","3878",35,100,35,1,"Truc tuyen",2,"Sunday","RJ","Truc tuyen","OL_15"
"39948","15715",48.9,650,48.9,1,"Tai cua hang",3,"Saturday","SP","Vat ly","61"
"39949","6785",112.9,584,99.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","85"
"3995","5827",129.9,1800,129.9,1,"Truc tuyen",1,"Wednesday","SP","Truc tuyen","OL_29"
"39950","6437",93.8,1050,93.8,1,"Tai cua hang",2,"Monday","MG","Vat ly","86"
"39951","15849",69,350,69,1,"Tai cua hang",1,"Sunday","RS","Vat ly","13"
"39952","2068",69.9,550,69.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","32"
"39953","1478",14.99,250,29.98,2,"Tai cua hang",3,"Sunday","SP","Vat ly","93"
"39954","8555",249,8150,199,1,"Tai cua hang",3,"Friday","SP","Vat ly","43"
"39955","16982",19.9,300,19.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","21"
"39956","13724",39.99,150,39.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","5"
"39957","18354",103.99,1800,103.99,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","30"
"39958","5590",127,500,127,1,"Tai cua hang",4,"Friday","BA","Vat ly","40"
"39959","9500",22.99,7350,22.99,1,"Truc tuyen",1,"Sunday","SP","Truc tuyen","OL_25"
"3996","5825",69,1600,69,1,"Tai cua hang",2,"Tuesday","SP","Vat ly","67"
"39960","9586",279.99,1950,299.99,1,"Tai cua hang",2,"Monday","RJ","Vat ly","63"
"39961","19463",60,900,120,2,"Truc tuyen",4,"Sunday","SP","Truc tuyen","OL_28"
"39962","803",139.9,675,139.9,1,"Tai cua hang",2,"Sunday","PR","Vat ly","28"
"39963","4521",34.99,550,34.99,1,"Tai cua hang",2,"Saturday","SP","Vat ly","11"
"39964","8856",149.4,1375,149.9,1,"Tai cua hang",2,"Monday","MG","Vat ly","86"
"39965","12610",31.85,413,29.9,1,"Tai cua hang",4,"Saturday","MG","Vat ly","37"
"39966","5851",49,700,49,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","38"
"39967","15409",35.9,250,35.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","21"
"39968","11258",99.99,6050,110,1,"Tai cua hang",2,"Sunday","SP","Vat ly","14"
"39969","4319",58,1550,78,1,"Truc tuyen",2,"Tuesday","SP","Truc tuyen","OL_28"
"3997","11719",290,3000,290,1,"Tai cua hang",3,"Saturday","DF","Vat ly","49"
"3997","8812",299,3000,299,1,"Tai cua hang",3,"Saturday","SP","Vat ly","19"
"39970","1673",205,4600,219.99,1,"Tai cua hang",4,"Friday","DF","Vat ly","1"
"39971","12506",129.9,680,129.9,1,"Tai cua hang",4,"Thursday","SP","Vat ly","25"
"39972","8145",139.9,50,89,1,"Tai cua hang",3,"Sunday","SP","Vat ly","11"
"39973","10004",109.9,500,109.9,1,"Tai cua hang",2,"Sunday","MG","Vat ly","3"
"39974","4441",165,800,165,1,"Truc tuyen",4,"Thursday","SP","Truc tuyen","OL_13"
"39975","18949",56.97,750,56.97,1,"Truc tuyen",4,"Friday","RJ","Truc tuyen","OL_21"
"39976","8059",229.9,850,689.7,3,"Tai cua hang",4,"Thursday","RJ","Vat ly","63"
"39977","10576",190,100,190,1,"Tai cua hang",3,"Sunday","RS","Vat ly","10"
"39978","13117",28.9,200,20.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","43"
"39979","19027",53.99,200,53.99,1,"Truc tuyen",4,"Friday","SP","Truc tuyen","OL_28"
"3998","6466",99.99,1700,99.99,1,"Tai cua hang",2,"Friday","SP","Vat ly","5"
"39980","3442",134.9,8350,159,1,"Truc tuyen",3,"Saturday","SP","Truc tuyen","OL_5"
"39981","773",49.99,100,49.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","58"
"39982","5432",99.9,2550,99.9,1,"Tai cua hang",3,"Thursday","DF","Vat ly","53"
"39983","7677",59,1600,118,2,"Truc tuyen",1,"Monday","SP","Truc tuyen","OL_28"
"39984","6583",80,1400,80,1,"Tai cua hang",1,"Thursday","MG","Vat ly","74"
"39985","9216",119.9,4450,119.9,1,"Truc tuyen",4,"Sunday","RJ","Truc tuyen","OL_21"
"39986","10655",39.9,1400,39.9,1,"Tai cua hang",1,"Thursday","SP","Vat ly","22"
"39987","12681",209.99,5200,209.99,1,"Truc tuyen",2,"Wednesday","RJ","Truc tuyen","OL_21"
"39988","19181",68.9,950,68.9,1,"Tai cua hang",2,"Sunday","SP","Vat ly","19"
"41460","18966",110,1938,110,1,"Tai cua hang",1,"Friday","SP","Vat ly","62"
"41461","18284",19.9,125,19.9,1,"Tai cua hang",1,"Thursday","PE","Vat ly","44"
"41462","10872",106.97,9700,103.97,1,"Truc tuyen",2,"Thursday","SP","Truc tuyen","OL_23"
"41463","1793",27.9,50,27.9,1,"Tai cua hang",2,"Sunday","SC","Vat ly","69"
"41464","3651",59.9,550,59.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","82"
"41465","17949",95,375,95,1,"Tai cua hang",1,"Saturday","MG","Vat ly","3"
"41466","9613",329.9,13800,309.99,1,"Tai cua hang",1,"Sunday","SP","Vat ly","43"
"41467","6140",136.99,15475,146.99,1,"Tai cua hang",3,"Monday","SP","Vat ly","16"
"41468","2119",159,5850,149,1,"Tai cua hang",2,"Friday","SP","Vat ly","17"
"41469","13030",299,3450,299,1,"Truc tuyen",4,"Monday","SP","Truc tuyen","OL_14"
"4147","14336",59,600,59,1,"Tai cua hang",3,"Sunday","BA","Vat ly","33"
"4147","17853",59,600,59,1,"Tai cua hang",3,"Sunday","SP","Vat ly","41"
"41470","17838",274.99,350,269.99,1,"Tai cua hang",4,"Saturday","SC","Vat ly","59"
"41471","5445",62.9,633,62.9,1,"Tai cua hang",4,"Friday","SP","Vat ly","52"
"41472","6197",79.9,5550,79.9,1,"Truc tuyen",4,"Tuesday","SP","Truc tuyen","OL_20"
"41473","20257",278,987,278,1,"Tai cua hang",4,"Sunday","SP","Vat ly","16"
"41474","9428",69.9,441,69,1,"Tai cua hang",3,"Sunday","PA","Vat ly","23"
"41475","10305",69.9,600,69.9,1,"Truc tuyen",3,"Monday","SP","Truc tuyen","OL_28"
"41476","8858",159,8700,129,1,"Tai cua hang",1,"Monday","SP","Vat ly","94"
"41477","19224",49.99,150,49.99,1,"Tai cua hang",3,"Tuesday","SP","Vat ly","18"
"41478","5136",129.9,1650,129.9,1,"Tai cua hang",2,"Wednesday","SP","Vat ly","21"
"41479","9069",34,350,34,1,"Tai cua hang",3,"Sunday","SP","Vat ly","12"
"4148","10215",45,200,45,1,"Tai cua hang",1,"Sunday","SP","Vat ly","47"
"41480","4841",94.49,2017,182.98,2,"Tai cua hang",4,"Monday","SP","Vat ly","43"
"41481","19711",676.98,8100,676.99,1,"Truc tuyen",1,"Tuesday","SP","Truc tuyen","OL_28"
"41482","4321",33,390,33,1,"Tai cua hang",2,"Sunday","SC","Vat ly","59"
"41483","148",24.89,150,24.89,1,"Tai cua hang",2,"Monday","SP","Vat ly","71"
"41484","4227",86.5,1190,86.5,1,"Tai cua hang",2,"Thursday","SP","Vat ly","75"
"41485","20101",27.9,100,27.9,1,"Tai cua hang",4,"Wednesday","SP","Vat ly","2"
"41486","6703",43.9,241,43.9,1,"Tai cua hang",1,"Sunday","SC","Vat ly","57"
"41487","8698",114,16900,119,1,"Truc tuyen",3,"Sunday","SP","Truc tuyen","OL_28"
"41488","12117",49,200,49,1,"Tai cua hang",1,"Saturday","GO","Vat ly","35"
"41489","15610",34.99,260,34.99,1,"Truc tuyen",2,"Sunday","SP","Truc tuyen","OL_23"
"4149","17985",29.9,250,29.9,1,"Tai cua hang",1,"Saturday","SP","Vat ly","100"
"41490","15822",349,9400,349,1,"Tai cua hang",1,"Friday","BA","Vat ly","33"
"41491","10546",139,200,139,1,"Tai cua hang",4,"Monday","SP","Vat ly","24"
"41492","5235",109.8,666,109.8,1,"Tai cua hang",4,"Wednesday","BA","Vat ly","33"
"41493","11831",54.9,1050,54.9,1,"Truc tuyen",3,"Friday","SP","Truc tuyen","OL_28"
"41494","3652",79,6900,79,1,"Truc tuyen",3,"Tuesday","SP","Truc tuyen","OL_24"
"41495","18754",86.8,422,86.8,1,"Tai cua hang",3,"Monday","SP","Vat ly","4"
"41496","9313",17.9,250,35.8,2,"Tai cua hang",3,"Saturday","SP","Vat ly","41"
"41497","2275",109.97,9750,219.94,2,"Truc tuyen",1,"Friday","SP","Truc tuyen","OL_28"
"41498","16975",25.9,150,25.9,1,"Tai cua hang",3,"Sunday","PE","Vat ly","42"
"41499","15236",19.9,150,18.99,1,"Tai cua hang",3,"Saturday","SP","Vat ly","2"
"415","16352",29.99,500,59.98,2,"Tai cua hang",3,"Sunday","MG","Vat ly","81"
"4150","8717",69.9,283,54.9,1,"Tai cua hang",1,"Saturday","MG","Vat ly","84"
"41500","18274",79,7750,89,1,"Truc tuyen",1,"Wednesday","MG","Truc tuyen","OL_3"
"41501","8448",59.99,150,59.99,1,"Tai cua hang",2,"Sunday","SP","Vat ly","30"
"41502","6785",112.9,584,99.9,1,"Tai cua hang",2,"Saturday","SP","Vat ly","85"
